dataset,label,probability
NIH internal test,Atelectasis,0.5429650545120239
NIH internal test,Atelectasis,0.6008073687553406
NIH internal test,Atelectasis,0.2694236636161804
NIH internal test,Atelectasis,0.4881095588207245
NIH internal test,Atelectasis,0.6408883333206177
NIH internal test,Atelectasis,0.5353465676307678
NIH internal test,Atelectasis,0.6956925392150879
NIH internal test,Atelectasis,0.1153846606612205
NIH internal test,Atelectasis,0.2952163815498352
NIH internal test,Atelectasis,0.4024107456207275
NIH internal test,Atelectasis,0.5434885621070862
NIH internal test,Atelectasis,0.4575896859169006
NIH internal test,Atelectasis,0.3199488818645477
NIH internal test,Atelectasis,0.5943883657455444
NIH internal test,Atelectasis,0.682064950466156
NIH internal test,Atelectasis,0.7004655003547668
NIH internal test,Atelectasis,0.5108347535133362
NIH internal test,Atelectasis,0.4640164375305176
NIH internal test,Atelectasis,0.6824436187744141
NIH internal test,Atelectasis,0.5176711678504944
NIH internal test,Atelectasis,0.3509801924228668
NIH internal test,Atelectasis,0.5385763645172119
NIH internal test,Atelectasis,0.7802092432975769
NIH internal test,Atelectasis,0.7750024795532227
NIH internal test,Atelectasis,0.3210481703281402
NIH internal test,Atelectasis,0.1156155169010162
NIH internal test,Atelectasis,0.2589892446994781
NIH internal test,Atelectasis,0.2410545647144317
NIH internal test,Atelectasis,0.4611881673336029
NIH internal test,Atelectasis,0.104211501777172
NIH internal test,Atelectasis,0.6199172735214233
NIH internal test,Atelectasis,0.253657191991806
NIH internal test,Atelectasis,0.0761736035346984
NIH internal test,Atelectasis,0.4483120143413543
NIH internal test,Atelectasis,0.5216623544692993
NIH internal test,Atelectasis,0.2402486950159073
NIH internal test,Atelectasis,0.4382764101028442
NIH internal test,Atelectasis,0.6710513830184937
NIH internal test,Atelectasis,0.1717012971639633
NIH internal test,Atelectasis,0.04229686409235
NIH internal test,Atelectasis,0.3616072833538055
NIH internal test,Atelectasis,0.5210636854171753
NIH internal test,Atelectasis,0.4022141396999359
NIH internal test,Atelectasis,0.1689565181732177
NIH internal test,Atelectasis,0.5699970126152039
NIH internal test,Atelectasis,0.503887414932251
NIH internal test,Atelectasis,0.2368700802326202
NIH internal test,Atelectasis,0.1810597479343414
NIH internal test,Atelectasis,0.5303061008453369
NIH internal test,Atelectasis,0.6838018894195557
NIH internal test,Atelectasis,0.1046798676252365
NIH internal test,Atelectasis,0.2349833846092224
NIH internal test,Atelectasis,0.1572803109884262
NIH internal test,Atelectasis,0.5590855479240417
NIH internal test,Atelectasis,0.3425677120685577
NIH internal test,Atelectasis,0.3111600875854492
NIH internal test,Atelectasis,0.0512020885944366
NIH internal test,Atelectasis,0.2908311784267425
NIH internal test,Atelectasis,0.0326947532594203
NIH internal test,Atelectasis,0.7683546543121338
NIH internal test,Atelectasis,0.4777649343013763
NIH internal test,Atelectasis,0.7085468769073486
NIH internal test,Atelectasis,0.1175532862544059
NIH internal test,Atelectasis,0.1140314042568206
NIH internal test,Atelectasis,0.720282256603241
NIH internal test,Atelectasis,0.3245156109333038
NIH internal test,Atelectasis,0.7054733037948608
NIH internal test,Atelectasis,0.5003514885902405
NIH internal test,Atelectasis,0.451238751411438
NIH internal test,Atelectasis,0.1878587156534195
NIH internal test,Atelectasis,0.1741331368684768
NIH internal test,Atelectasis,0.5394204258918762
NIH internal test,Atelectasis,0.5739820599555969
NIH internal test,Atelectasis,0.45685476064682
NIH internal test,Atelectasis,0.4854098260402679
NIH internal test,Atelectasis,0.5338662266731262
NIH internal test,Atelectasis,0.785733699798584
NIH internal test,Atelectasis,0.5632274150848389
NIH internal test,Atelectasis,0.6488322615623474
NIH internal test,Atelectasis,0.4670356214046478
NIH internal test,Atelectasis,0.2410951852798462
NIH internal test,Atelectasis,0.3586480617523193
NIH internal test,Atelectasis,0.2133266478776931
NIH internal test,Atelectasis,0.2337371110916137
NIH internal test,Atelectasis,0.065096229314804
NIH internal test,Atelectasis,0.7718038558959961
NIH internal test,Atelectasis,0.5221860408782959
NIH internal test,Atelectasis,0.4532714784145355
NIH internal test,Atelectasis,0.6795100569725037
NIH internal test,Atelectasis,0.3917620480060577
NIH internal test,Atelectasis,0.5786107182502747
NIH internal test,Atelectasis,0.471413642168045
NIH internal test,Atelectasis,0.6902215480804443
NIH internal test,Atelectasis,0.5702213048934937
NIH internal test,Atelectasis,0.8745488524436951
NIH internal test,Atelectasis,0.820311963558197
NIH internal test,Atelectasis,0.588057816028595
NIH internal test,Atelectasis,0.466208666563034
NIH internal test,Atelectasis,0.4924793243408203
NIH internal test,Atelectasis,0.336247831583023
NIH internal test,Atelectasis,0.4610792398452759
NIH internal test,Atelectasis,0.4438579082489013
NIH internal test,Atelectasis,0.4919152855873108
NIH internal test,Atelectasis,0.725479006767273
NIH internal test,Atelectasis,0.1856316179037094
NIH internal test,Atelectasis,0.6561561226844788
NIH internal test,Atelectasis,0.4765286445617676
NIH internal test,Atelectasis,0.4012532234191894
NIH internal test,Atelectasis,0.6465761661529541
NIH internal test,Atelectasis,0.5321264863014221
NIH internal test,Atelectasis,0.0893463045358657
NIH internal test,Atelectasis,0.2413622289896011
NIH internal test,Atelectasis,0.9162558317184448
NIH internal test,Atelectasis,0.4405900835990906
NIH internal test,Atelectasis,0.5353160500526428
NIH internal test,Atelectasis,0.2840677201747894
NIH internal test,Atelectasis,0.3487884104251861
NIH internal test,Atelectasis,0.7057080268859863
NIH internal test,Atelectasis,0.2157820016145706
NIH internal test,Atelectasis,0.7025598287582397
NIH internal test,Atelectasis,0.7641409635543823
NIH internal test,Atelectasis,0.1408338397741317
NIH internal test,Atelectasis,0.8299565315246582
NIH internal test,Atelectasis,0.4003489017486572
NIH internal test,Atelectasis,0.344398558139801
NIH internal test,Atelectasis,0.3994108736515045
NIH internal test,Atelectasis,0.5944569706916809
NIH internal test,Atelectasis,0.1084709763526916
NIH internal test,Atelectasis,0.2023155689239502
NIH internal test,Atelectasis,0.6042720079421997
NIH internal test,Atelectasis,0.2331074923276901
NIH internal test,Atelectasis,0.7050255537033081
NIH internal test,Atelectasis,0.0612544789910316
NIH internal test,Atelectasis,0.7416829466819763
NIH internal test,Atelectasis,0.4794565439224243
NIH internal test,Atelectasis,0.7233758568763733
NIH internal test,Atelectasis,0.2340466380119323
NIH internal test,Atelectasis,0.1888939887285232
NIH internal test,Atelectasis,0.0445422641932964
NIH internal test,Atelectasis,0.5522246956825256
NIH internal test,Atelectasis,0.3487817943096161
NIH internal test,Atelectasis,0.5092911124229431
NIH internal test,Atelectasis,0.4065509736537933
NIH internal test,Atelectasis,0.5470629930496216
NIH internal test,Atelectasis,0.5314620137214661
NIH internal test,Atelectasis,0.1748541295528412
NIH internal test,Atelectasis,0.428104043006897
NIH internal test,Atelectasis,0.534125566482544
NIH internal test,Atelectasis,0.5186037421226501
NIH internal test,Atelectasis,0.2510008513927459
NIH internal test,Atelectasis,0.041980430483818
NIH internal test,Atelectasis,0.1983624547719955
NIH internal test,Atelectasis,0.0321508944034576
NIH internal test,Atelectasis,0.3421975374221802
NIH internal test,Atelectasis,0.5944937467575073
NIH internal test,Atelectasis,0.875495195388794
NIH internal test,Atelectasis,0.041543323546648
NIH internal test,Atelectasis,0.4872136116027832
NIH internal test,Atelectasis,0.3687457740306854
NIH internal test,Atelectasis,0.4661459028720855
NIH internal test,Atelectasis,0.1804708391427993
NIH internal test,Atelectasis,0.3613814115524292
NIH internal test,Atelectasis,0.4342614710330963
NIH internal test,Atelectasis,0.6282427906990051
NIH internal test,Atelectasis,0.4634101688861847
NIH internal test,Atelectasis,0.6233951449394226
NIH internal test,Atelectasis,0.8003851175308228
NIH internal test,Atelectasis,0.6914801001548767
NIH internal test,Atelectasis,0.3282458782196045
NIH internal test,Atelectasis,0.4535919427871704
NIH internal test,Atelectasis,0.7401145696640015
NIH internal test,Atelectasis,0.4756760597229004
NIH internal test,Atelectasis,0.5930303931236267
NIH internal test,Atelectasis,0.6133086681365967
NIH internal test,Atelectasis,0.3190305531024933
NIH internal test,Atelectasis,0.1491102874279022
NIH internal test,Atelectasis,0.32545006275177
NIH internal test,Atelectasis,0.2385416775941848
NIH internal test,Atelectasis,0.6073055267333984
NIH internal test,Atelectasis,0.4235541522502899
NIH internal test,Atelectasis,0.8068970441818237
NIH internal test,Atelectasis,0.5737391710281372
NIH internal test,Atelectasis,0.1454382389783859
NIH internal test,Atelectasis,0.670085608959198
NIH internal test,Atelectasis,0.5277584791183472
NIH internal test,Atelectasis,0.6813979744911194
NIH internal test,Atelectasis,0.155651181936264
NIH internal test,Atelectasis,0.4649351835250854
NIH internal test,Atelectasis,0.1312163174152374
NIH internal test,Atelectasis,0.4560731053352356
NIH internal test,Atelectasis,0.5361843705177307
NIH internal test,Atelectasis,0.5506810545921326
NIH internal test,Atelectasis,0.5187647938728333
NIH internal test,Atelectasis,0.4365402460098266
NIH internal test,Atelectasis,0.5397953987121582
NIH internal test,Atelectasis,0.2689122557640075
NIH internal test,Atelectasis,0.4472796320915222
NIH internal test,Atelectasis,0.098140962421894
NIH internal test,Atelectasis,0.2176199853420257
NIH internal test,Atelectasis,0.6477407217025757
NIH internal test,Atelectasis,0.0448750145733356
NIH internal test,Atelectasis,0.3587180078029632
NIH internal test,Atelectasis,0.3134742975234985
NIH internal test,Atelectasis,0.5908339023590088
NIH internal test,Atelectasis,0.5524517297744751
NIH internal test,Atelectasis,0.5360514521598816
NIH internal test,Atelectasis,0.6744977235794067
NIH internal test,Atelectasis,0.2703539133071899
NIH internal test,Atelectasis,0.4829146564006805
NIH internal test,Atelectasis,0.1684892922639846
NIH internal test,Atelectasis,0.3479517698287964
NIH internal test,Atelectasis,0.3082877695560455
NIH internal test,Atelectasis,0.2605345249176025
NIH internal test,Atelectasis,0.2212393879890442
NIH internal test,Atelectasis,0.4701678156852722
NIH internal test,Atelectasis,0.6312947273254395
NIH internal test,Atelectasis,0.4939641058444977
NIH internal test,Atelectasis,0.5618501305580139
NIH internal test,Atelectasis,0.590522825717926
NIH internal test,Atelectasis,0.5610588788986206
NIH internal test,Atelectasis,0.0194785390049219
NIH internal test,Atelectasis,0.6148742437362671
NIH internal test,Atelectasis,0.0989682674407959
NIH internal test,Atelectasis,0.5979201197624207
NIH internal test,Atelectasis,0.1366123706102371
NIH internal test,Atelectasis,0.3964721262454986
NIH internal test,Atelectasis,0.5274065732955933
NIH internal test,Atelectasis,0.1788575053215026
NIH internal test,Atelectasis,0.5092177391052246
NIH internal test,Atelectasis,0.2128290981054306
NIH internal test,Atelectasis,0.6635410189628601
NIH internal test,Atelectasis,0.4755280613899231
NIH internal test,Atelectasis,0.0582726635038852
NIH internal test,Atelectasis,0.4624472856521606
NIH internal test,Atelectasis,0.503658652305603
NIH internal test,Atelectasis,0.3159115314483642
NIH internal test,Atelectasis,0.6829429864883423
NIH internal test,Atelectasis,0.1087343692779541
NIH internal test,Atelectasis,0.1922720670700073
NIH internal test,Atelectasis,0.3077400922775268
NIH internal test,Atelectasis,0.7250335812568665
NIH internal test,Atelectasis,0.7316478490829468
NIH internal test,Atelectasis,0.7263559699058533
NIH internal test,Atelectasis,0.5265798568725586
NIH internal test,Atelectasis,0.0504610277712345
NIH internal test,Atelectasis,0.3579548597335815
NIH internal test,Atelectasis,0.4988379180431366
NIH internal test,Atelectasis,0.4887549579143524
NIH internal test,Atelectasis,0.0879013612866401
NIH internal test,Atelectasis,0.4707012474536896
NIH internal test,Atelectasis,0.2398980110883712
NIH internal test,Atelectasis,0.4928200244903564
NIH internal test,Atelectasis,0.6903841495513916
NIH internal test,Atelectasis,0.3198291957378387
NIH internal test,Atelectasis,0.7707672119140625
NIH internal test,Atelectasis,0.6753146052360535
NIH internal test,Atelectasis,0.3971027433872223
NIH internal test,Atelectasis,0.5988138318061829
NIH internal test,Atelectasis,0.3824853301048279
NIH internal test,Atelectasis,0.3110958337783813
NIH internal test,Atelectasis,0.382622629404068
NIH internal test,Atelectasis,0.040762722492218
NIH internal test,Atelectasis,0.0787491723895073
NIH internal test,Atelectasis,0.6373838782310486
NIH internal test,Atelectasis,0.1706646829843521
NIH internal test,Atelectasis,0.1001557558774948
NIH internal test,Atelectasis,0.7151724100112915
NIH internal test,Atelectasis,0.5923888683319092
NIH internal test,Atelectasis,0.2699590921401977
NIH internal test,Atelectasis,0.3003983497619629
NIH internal test,Atelectasis,0.738924503326416
NIH internal test,Atelectasis,0.7378283143043518
NIH internal test,Atelectasis,0.107486143708229
NIH internal test,Atelectasis,0.1610248237848281
NIH internal test,Atelectasis,0.0781004801392555
NIH internal test,Atelectasis,0.3486462831497192
NIH internal test,Atelectasis,0.6861745715141296
NIH internal test,Atelectasis,0.4606448411941528
NIH internal test,Atelectasis,0.0862002074718475
NIH internal test,Atelectasis,0.6862855553627014
NIH internal test,Atelectasis,0.2044630348682403
NIH internal test,Atelectasis,0.5824983716011047
NIH internal test,Atelectasis,0.469453901052475
NIH internal test,Atelectasis,0.6276708841323853
NIH internal test,Atelectasis,0.3245187699794769
NIH internal test,Atelectasis,0.5555185079574585
NIH internal test,Atelectasis,0.4981566965579986
NIH internal test,Atelectasis,0.5028451681137085
NIH internal test,Atelectasis,0.6490570306777954
NIH internal test,Atelectasis,0.1512453407049179
NIH internal test,Atelectasis,0.4502356052398681
NIH internal test,Atelectasis,0.7201343774795532
NIH internal test,Atelectasis,0.6579502820968628
NIH internal test,Atelectasis,0.5289022922515869
NIH internal test,Atelectasis,0.4861273765563965
NIH internal test,Atelectasis,0.637175977230072
NIH internal test,Atelectasis,0.1959138214588165
NIH internal test,Atelectasis,0.5547610521316528
NIH internal test,Atelectasis,0.5939003229141235
NIH internal test,Atelectasis,0.6225784420967102
NIH internal test,Atelectasis,0.3005335330963135
NIH internal test,Atelectasis,0.6943532228469849
NIH internal test,Atelectasis,0.2430276274681091
NIH internal test,Atelectasis,0.4350848793983459
NIH internal test,Atelectasis,0.4838326871395111
NIH internal test,Atelectasis,0.3718591928482055
NIH internal test,Atelectasis,0.0611777305603027
NIH internal test,Atelectasis,0.3539930880069732
NIH internal test,Atelectasis,0.1064748764038086
NIH internal test,Atelectasis,0.3865297138690948
NIH internal test,Atelectasis,0.5685631632804871
NIH internal test,Atelectasis,0.2527570724487304
NIH internal test,Atelectasis,0.1714398115873336
NIH internal test,Atelectasis,0.6164398789405823
NIH internal test,Atelectasis,0.5345369577407837
NIH internal test,Atelectasis,0.5238253474235535
NIH internal test,Atelectasis,0.6926637291908264
NIH internal test,Atelectasis,0.6485366821289062
NIH internal test,Atelectasis,0.6605224013328552
NIH internal test,Atelectasis,0.4737248718738556
NIH internal test,Atelectasis,0.0407584682106971
NIH internal test,Atelectasis,0.4754162728786468
NIH internal test,Atelectasis,0.6320375204086304
NIH internal test,Atelectasis,0.4475752711296081
NIH internal test,Atelectasis,0.2273031026124954
NIH internal test,Atelectasis,0.247868925333023
NIH internal test,Atelectasis,0.504930853843689
NIH internal test,Atelectasis,0.3964077532291412
NIH internal test,Atelectasis,0.2954791784286499
NIH internal test,Atelectasis,0.248220145702362
NIH internal test,Atelectasis,0.5107570886611938
NIH internal test,Atelectasis,0.6989670991897583
NIH internal test,Atelectasis,0.4140900075435638
NIH internal test,Atelectasis,0.526116669178009
NIH internal test,Atelectasis,0.5553539991378784
NIH internal test,Atelectasis,0.594110369682312
NIH internal test,Atelectasis,0.4039979875087738
NIH internal test,Atelectasis,0.5824887156486511
NIH internal test,Atelectasis,0.3246627748012543
NIH internal test,Atelectasis,0.5848535299301147
NIH internal test,Atelectasis,0.1772022843360901
NIH internal test,Atelectasis,0.1421738564968109
NIH internal test,Atelectasis,0.5041573643684387
NIH internal test,Atelectasis,0.413263201713562
NIH internal test,Atelectasis,0.5284109115600586
NIH internal test,Atelectasis,0.7623379230499268
NIH internal test,Atelectasis,0.2946531772613525
NIH internal test,Atelectasis,0.5207210779190063
NIH internal test,Atelectasis,0.0403246395289897
NIH internal test,Atelectasis,0.1459694355726242
NIH internal test,Atelectasis,0.7759664058685303
NIH internal test,Atelectasis,0.2124819457530975
NIH internal test,Atelectasis,0.6933942437171936
NIH internal test,Atelectasis,0.6168699264526367
NIH internal test,Atelectasis,0.4263443350791931
NIH internal test,Atelectasis,0.6305036544799805
NIH internal test,Atelectasis,0.6690407395362854
NIH internal test,Atelectasis,0.0825592726469039
NIH internal test,Atelectasis,0.5594184994697571
NIH internal test,Atelectasis,0.2910401523113251
NIH internal test,Atelectasis,0.2500154376029968
NIH internal test,Atelectasis,0.7338926196098328
NIH internal test,Atelectasis,0.2890163362026214
NIH internal test,Atelectasis,0.671700656414032
NIH internal test,Atelectasis,0.6740754246711731
NIH internal test,Atelectasis,0.5513546466827393
NIH internal test,Atelectasis,0.4479618966579437
NIH internal test,Atelectasis,0.1710012406110763
NIH internal test,Atelectasis,0.6051583290100098
NIH internal test,Atelectasis,0.4901876747608185
NIH internal test,Atelectasis,0.4464100003242492
NIH internal test,Atelectasis,0.503369152545929
NIH internal test,Atelectasis,0.7048976421356201
NIH internal test,Atelectasis,0.35238778591156
NIH internal test,Atelectasis,0.459777295589447
NIH internal test,Atelectasis,0.0782508105039596
NIH internal test,Atelectasis,0.0786570683121681
NIH internal test,Atelectasis,0.5899588465690613
NIH internal test,Atelectasis,0.7063530087471008
NIH internal test,Atelectasis,0.5789868235588074
NIH internal test,Atelectasis,0.599043607711792
NIH internal test,Atelectasis,0.623163104057312
NIH internal test,Atelectasis,0.5526857972145081
NIH internal test,Atelectasis,0.5724179744720459
NIH internal test,Atelectasis,0.5646803379058838
NIH internal test,Atelectasis,0.4710356593132019
NIH internal test,Atelectasis,0.5900528430938721
NIH internal test,Atelectasis,0.4829736053943634
NIH internal test,Atelectasis,0.4962579309940338
NIH internal test,Atelectasis,0.57008957862854
NIH internal test,Atelectasis,0.4991056323051452
NIH internal test,Atelectasis,0.6433802843093872
NIH internal test,Atelectasis,0.2448745816946029
NIH internal test,Atelectasis,0.2082413583993911
NIH internal test,Atelectasis,0.6280493140220642
NIH internal test,Atelectasis,0.4104322791099548
NIH internal test,Atelectasis,0.6311803460121155
NIH internal test,Atelectasis,0.408240795135498
NIH internal test,Atelectasis,0.1283229291439056
NIH internal test,Atelectasis,0.4977101385593414
NIH internal test,Atelectasis,0.4131967425346374
NIH internal test,Atelectasis,0.2096439599990844
NIH internal test,Atelectasis,0.6480249762535095
NIH internal test,Atelectasis,0.6704394817352295
NIH internal test,Atelectasis,0.1868469417095184
NIH internal test,Atelectasis,0.3701499998569488
NIH internal test,Atelectasis,0.557197093963623
NIH internal test,Atelectasis,0.0732333958148956
NIH internal test,Atelectasis,0.7106959223747253
NIH internal test,Atelectasis,0.5721810460090637
NIH internal test,Atelectasis,0.2654197514057159
NIH internal test,Atelectasis,0.6182276010513306
NIH internal test,Atelectasis,0.1725560873746872
NIH internal test,Atelectasis,0.2277268916368484
NIH internal test,Atelectasis,0.194180816411972
NIH internal test,Atelectasis,0.4744007289409637
NIH internal test,Atelectasis,0.4085882604122162
NIH internal test,Atelectasis,0.4027026891708374
NIH internal test,Atelectasis,0.0852276906371116
NIH internal test,Atelectasis,0.4938105046749115
NIH internal test,Atelectasis,0.2570107579231262
NIH internal test,Atelectasis,0.5651980042457581
NIH internal test,Atelectasis,0.5981966853141785
NIH internal test,Atelectasis,0.4837098121643066
NIH internal test,Atelectasis,0.5019307732582092
NIH internal test,Atelectasis,0.6242193579673767
NIH internal test,Atelectasis,0.6637298464775085
NIH internal test,Atelectasis,0.3393506407737732
NIH internal test,Atelectasis,0.0940390229225158
NIH internal test,Atelectasis,0.508109986782074
NIH internal test,Atelectasis,0.4494009613990783
NIH internal test,Atelectasis,0.8143251538276672
NIH internal test,Atelectasis,0.5950565934181213
NIH internal test,Atelectasis,0.6254989504814148
NIH internal test,Atelectasis,0.1082931086421012
NIH internal test,Atelectasis,0.8665634393692017
NIH internal test,Atelectasis,0.1012362167239189
NIH internal test,Atelectasis,0.175810307264328
NIH internal test,Atelectasis,0.2530379295349121
NIH internal test,Atelectasis,0.730816125869751
NIH internal test,Atelectasis,0.3076947927474975
NIH internal test,Atelectasis,0.6412361264228821
NIH internal test,Atelectasis,0.32232466340065
NIH internal test,Atelectasis,0.8155829310417175
NIH internal test,Atelectasis,0.1171758025884628
NIH internal test,Atelectasis,0.4469670951366424
NIH internal test,Atelectasis,0.5787021517753601
NIH internal test,Atelectasis,0.5616790652275085
NIH internal test,Atelectasis,0.5636959075927734
NIH internal test,Atelectasis,0.4867095649242401
NIH internal test,Atelectasis,0.5447629690170288
NIH internal test,Atelectasis,0.4133910834789276
NIH internal test,Atelectasis,0.067803293466568
NIH internal test,Atelectasis,0.2596072852611542
NIH internal test,Atelectasis,0.1191666796803474
NIH internal test,Atelectasis,0.1783413141965866
NIH internal test,Atelectasis,0.1905728280544281
NIH internal test,Atelectasis,0.5204094052314758
NIH internal test,Atelectasis,0.3316812515258789
NIH internal test,Atelectasis,0.5900020003318787
NIH internal test,Atelectasis,0.5208169221878052
NIH internal test,Atelectasis,0.3966806828975677
NIH internal test,Atelectasis,0.2843861281871795
NIH internal test,Atelectasis,0.3561089634895324
NIH internal test,Atelectasis,0.6579641103744507
NIH internal test,Atelectasis,0.4298423826694488
NIH internal test,Atelectasis,0.191625028848648
NIH internal test,Atelectasis,0.4721271693706512
NIH internal test,Atelectasis,0.4655150771141052
NIH internal test,Atelectasis,0.5051907896995544
NIH internal test,Atelectasis,0.3642323613166809
NIH internal test,Atelectasis,0.2307287752628326
NIH internal test,Atelectasis,0.3998584449291229
NIH internal test,Atelectasis,0.61968994140625
NIH internal test,Atelectasis,0.4751124382019043
NIH internal test,Atelectasis,0.300481766462326
NIH internal test,Atelectasis,0.7146203517913818
NIH internal test,Atelectasis,0.2046128511428833
NIH internal test,Atelectasis,0.3365331292152405
NIH internal test,Atelectasis,0.4574533700942993
NIH internal test,Atelectasis,0.3964555561542511
NIH internal test,Atelectasis,0.2612013220787048
NIH internal test,Atelectasis,0.5191307067871094
NIH internal test,Atelectasis,0.4287442564964294
NIH internal test,Atelectasis,0.603318452835083
NIH internal test,Atelectasis,0.5833802819252014
NIH internal test,Atelectasis,0.3837144076824188
NIH internal test,Atelectasis,0.2942578792572021
NIH internal test,Atelectasis,0.5073848366737366
NIH internal test,Atelectasis,0.0840443149209022
NIH internal test,Atelectasis,0.5583953857421875
NIH internal test,Atelectasis,0.6079768538475037
NIH internal test,Atelectasis,0.8297815918922424
NIH internal test,Atelectasis,0.0197709705680608
NIH internal test,Atelectasis,0.1246138736605644
